"case","event","startTime","completeTime","simulated:logProbability","concept:simulated"
"239","F","2020/06/23 22:59:46.581","2020/06/23 22:59:46.581","-2.772588722239781","true"
"240","B","2020/06/23 22:57:44.488","2020/06/23 22:57:44.488","-1.3862943611198906","true"
"240","D","2020/06/23 22:58:44.488","2020/06/23 22:58:44.488","-1.3862943611198906","true"
"240","B","2020/06/23 22:59:44.488","2020/06/23 22:59:44.488","-1.3862943611198906","true"
"241","D","2020/06/23 23:01:28.098","2020/06/23 23:01:28.098","-2.772588722239781","true"
"241","A","2020/06/23 23:03:28.098","2020/06/23 23:03:28.098","-2.772588722239781","true"
"241","F","2020/06/23 23:04:28.098","2020/06/23 23:04:28.098","-2.772588722239781","true"
"242","A","2020/06/23 23:05:18.173","2020/06/23 23:05:18.173","-4.852030263919617","true"
"242","F","2020/06/23 23:06:18.173","2020/06/23 23:06:18.173","-4.852030263919617","true"
"242","F","2020/06/23 23:07:18.173","2020/06/23 23:07:18.173","-4.852030263919617","true"
"242","D","2020/06/23 23:08:18.173","2020/06/23 23:08:18.173","-4.852030263919617","true"
"242","D","2020/06/23 23:10:18.173","2020/06/23 23:10:18.173","-4.852030263919617","true"
"242","B","2020/06/23 23:12:18.173","2020/06/23 23:12:18.173","-4.852030263919617","true"
"242","E","2020/06/23 23:13:18.173","2020/06/23 23:13:18.173","-4.852030263919617","true"
"242","A","2020/06/23 23:14:18.173","2020/06/23 23:14:18.173","-4.852030263919617","true"
"242","C","2020/06/23 23:15:18.173","2020/06/23 23:15:18.173","-4.852030263919617","true"
"242","F","2020/06/23 23:17:18.173","2020/06/23 23:17:18.173","-4.852030263919617","true"
"243","D","2020/06/23 23:04:31.706","2020/06/23 23:04:31.706","-2.772588722239781","true"
"243","A","2020/06/23 23:06:31.706","2020/06/23 23:06:31.706","-2.772588722239781","true"
"243","F","2020/06/23 23:07:31.706","2020/06/23 23:07:31.706","-2.772588722239781","true"
"244","A","2020/06/23 23:05:33.829","2020/06/23 23:05:33.829","-4.852030263919617","true"
"244","F","2020/06/23 23:06:33.829","2020/06/23 23:06:33.829","-4.852030263919617","true"
"244","F","2020/06/23 23:07:33.829","2020/06/23 23:07:33.829","-4.852030263919617","true"
"244","D","2020/06/23 23:08:33.829","2020/06/23 23:08:33.829","-4.852030263919617","true"
"244","D","2020/06/23 23:10:33.829","2020/06/23 23:10:33.829","-4.852030263919617","true"
"244","B","2020/06/23 23:12:33.829","2020/06/23 23:12:33.829","-4.852030263919617","true"
"244","E","2020/06/23 23:13:33.829","2020/06/23 23:13:33.829","-4.852030263919617","true"
"244","C","2020/06/23 23:14:33.829","2020/06/23 23:14:33.829","-4.852030263919617","true"
"244","A","2020/06/23 23:15:33.829","2020/06/23 23:15:33.829","-4.852030263919617","true"
"244","F","2020/06/23 23:17:33.829","2020/06/23 23:17:33.829","-4.852030263919617","true"
"245","F","2020/06/23 23:06:40.282","2020/06/23 23:06:40.282","-5.545177444479562","true"
"245","A","2020/06/23 23:07:40.282","2020/06/23 23:07:40.282","-5.545177444479562","true"
"245","D","2020/06/23 23:08:40.282","2020/06/23 23:08:40.282","-5.545177444479562","true"
"245","F","2020/06/23 23:09:40.282","2020/06/23 23:09:40.282","-5.545177444479562","true"
"245","D","2020/06/23 23:11:40.282","2020/06/23 23:11:40.282","-5.545177444479562","true"
"245","B","2020/06/23 23:13:40.282","2020/06/23 23:13:40.282","-5.545177444479562","true"
"245","E","2020/06/23 23:14:40.282","2020/06/23 23:14:40.282","-5.545177444479562","true"
"245","C","2020/06/23 23:15:40.282","2020/06/23 23:15:40.282","-5.545177444479562","true"
"245","A","2020/06/23 23:16:40.282","2020/06/23 23:16:40.282","-5.545177444479562","true"
"245","F","2020/06/23 23:18:40.282","2020/06/23 23:18:40.282","-5.545177444479562","true"
"246","D","2020/06/23 23:06:32.569","2020/06/23 23:06:32.569","-1.3862943611198906","true"
"246","E","2020/06/23 23:07:32.569","2020/06/23 23:07:32.569","-1.3862943611198906","true"
"246","A","2020/06/23 23:08:32.569","2020/06/23 23:08:32.569","-1.3862943611198906","true"
"246","D","2020/06/23 23:09:32.569","2020/06/23 23:09:32.569","-1.3862943611198906","true"
"246","B","2020/06/23 23:10:32.569","2020/06/23 23:10:32.569","-1.3862943611198906","true"
"247","D","2020/06/23 23:06:36.486","2020/06/23 23:06:36.486","-2.772588722239781","true"
"247","A","2020/06/23 23:08:36.486","2020/06/23 23:08:36.486","-2.772588722239781","true"
"247","F","2020/06/23 23:09:36.486","2020/06/23 23:09:36.486","-2.772588722239781","true"
"248","B","2020/06/23 23:09:23.658","2020/06/23 23:09:23.658","-1.3862943611198906","true"
"248","D","2020/06/23 23:10:23.658","2020/06/23 23:10:23.658","-1.3862943611198906","true"
"248","B","2020/06/23 23:11:23.658","2020/06/23 23:11:23.658","-1.3862943611198906","true"
"249","D","2020/06/23 23:09:58.245","2020/06/23 23:09:58.245","-4.1588830833596715","true"
"249","A","2020/06/23 23:11:58.245","2020/06/23 23:11:58.245","-4.1588830833596715","true"
"249","F","2020/06/23 23:12:58.245","2020/06/23 23:12:58.245","-4.1588830833596715","true"
"249","A","2020/06/23 23:14:58.245","2020/06/23 23:14:58.245","-4.1588830833596715","true"
"249","F","2020/06/23 23:15:58.245","2020/06/23 23:15:58.245","-4.1588830833596715","true"
"249","A","2020/06/23 23:17:58.245","2020/06/23 23:17:58.245","-4.1588830833596715","true"
"249","F","2020/06/23 23:18:58.245","2020/06/23 23:18:58.245","-4.1588830833596715","true"
"250","D","2020/06/23 23:10:52.203","2020/06/23 23:10:52.203","-2.772588722239781","true"
"250","A","2020/06/23 23:12:52.203","2020/06/23 23:12:52.203","-2.772588722239781","true"
"250","F","2020/06/23 23:13:52.203","2020/06/23 23:13:52.203","-2.772588722239781","true"
"251","D","2020/06/23 23:11:51.982","2020/06/23 23:11:51.982","-1.3862943611198906","true"
"251","E","2020/06/23 23:12:51.982","2020/06/23 23:12:51.982","-1.3862943611198906","true"
"251","A","2020/06/23 23:13:51.982","2020/06/23 23:13:51.982","-1.3862943611198906","true"
"251","D","2020/06/23 23:14:51.982","2020/06/23 23:14:51.982","-1.3862943611198906","true"
"251","B","2020/06/23 23:15:51.982","2020/06/23 23:15:51.982","-1.3862943611198906","true"
"252","B","2020/06/23 23:12:12.055","2020/06/23 23:12:12.055","-1.3862943611198906","true"
"252","D","2020/06/23 23:13:12.055","2020/06/23 23:13:12.055","-1.3862943611198906","true"
"252","B","2020/06/23 23:14:12.055","2020/06/23 23:14:12.055","-1.3862943611198906","true"
"253","D","2020/06/23 23:13:55.542","2020/06/23 23:13:55.542","-4.852030263919617","true"
"253","C","2020/06/23 23:14:55.542","2020/06/23 23:14:55.542","-4.852030263919617","true"
"253","A","2020/06/23 23:15:55.542","2020/06/23 23:15:55.542","-4.852030263919617","true"
"253","F","2020/06/23 23:16:55.542","2020/06/23 23:16:55.542","-4.852030263919617","true"
"253","A","2020/06/23 23:18:55.542","2020/06/23 23:18:55.542","-4.852030263919617","true"
"253","F","2020/06/23 23:19:55.542","2020/06/23 23:19:55.542","-4.852030263919617","true"
"253","A","2020/06/23 23:21:55.542","2020/06/23 23:21:55.542","-4.852030263919617","true"
"253","F","2020/06/23 23:22:55.542","2020/06/23 23:22:55.542","-4.852030263919617","true"
"253","A","2020/06/23 23:24:55.542","2020/06/23 23:24:55.542","-4.852030263919617","true"
"253","F","2020/06/23 23:25:55.542","2020/06/23 23:25:55.542","-4.852030263919617","true"
"254","B","2020/06/23 23:15:45.021","2020/06/23 23:15:45.021","-1.3862943611198906","true"
"254","D","2020/06/23 23:16:45.021","2020/06/23 23:16:45.021","-1.3862943611198906","true"
"254","B","2020/06/23 23:17:45.021","2020/06/23 23:17:45.021","-1.3862943611198906","true"
"255","F","2020/06/23 23:16:52.306","2020/06/23 23:16:52.306","-4.852030263919617","true"
"255","D","2020/06/23 23:17:52.306","2020/06/23 23:17:52.306","-4.852030263919617","true"
"255","A","2020/06/23 23:18:52.306","2020/06/23 23:18:52.306","-4.852030263919617","true"
"255","F","2020/06/23 23:19:52.306","2020/06/23 23:19:52.306","-4.852030263919617","true"
"255","D","2020/06/23 23:21:52.306","2020/06/23 23:21:52.306","-4.852030263919617","true"
"255","B","2020/06/23 23:23:52.306","2020/06/23 23:23:52.306","-4.852030263919617","true"
"255","E","2020/06/23 23:24:52.306","2020/06/23 23:24:52.306","-4.852030263919617","true"
"255","A","2020/06/23 23:25:52.306","2020/06/23 23:25:52.306","-4.852030263919617","true"
"255","C","2020/06/23 23:26:52.306","2020/06/23 23:26:52.306","-4.852030263919617","true"
"255","F","2020/06/23 23:28:52.306","2020/06/23 23:28:52.306","-4.852030263919617","true"
"256","A","2020/06/23 23:17:07.607","2020/06/23 23:17:07.607","-4.852030263919617","true"
"256","F","2020/06/23 23:18:07.607","2020/06/23 23:18:07.607","-4.852030263919617","true"
"256","D","2020/06/23 23:19:07.607","2020/06/23 23:19:07.607","-4.852030263919617","true"
"256","F","2020/06/23 23:20:07.607","2020/06/23 23:20:07.607","-4.852030263919617","true"
"256","D","2020/06/23 23:22:07.607","2020/06/23 23:22:07.607","-4.852030263919617","true"
"256","B","2020/06/23 23:24:07.607","2020/06/23 23:24:07.607","-4.852030263919617","true"
"256","C","2020/06/23 23:25:07.607","2020/06/23 23:25:07.607","-4.852030263919617","true"
"256","E","2020/06/23 23:26:07.607","2020/06/23 23:26:07.607","-4.852030263919617","true"
"256","A","2020/06/23 23:27:07.607","2020/06/23 23:27:07.607","-4.852030263919617","true"
"256","F","2020/06/23 23:29:07.607","2020/06/23 23:29:07.607","-4.852030263919617","true"
"257","D","2020/06/23 23:18:02.725","2020/06/23 23:18:02.725","-1.3862943611198906","true"
"257","E","2020/06/23 23:19:02.725","2020/06/23 23:19:02.725","-1.3862943611198906","true"
"257","A","2020/06/23 23:20:02.725","2020/06/23 23:20:02.725","-1.3862943611198906","true"
"257","D","2020/06/23 23:21:02.725","2020/06/23 23:21:02.725","-1.3862943611198906","true"
"257","B","2020/06/23 23:22:02.725","2020/06/23 23:22:02.725","-1.3862943611198906","true"
"258","F","2020/06/23 23:19:12.496","2020/06/23 23:19:12.496","-4.852030263919617","true"
"258","A","2020/06/23 23:20:12.496","2020/06/23 23:20:12.496","-4.852030263919617","true"
"258","D","2020/06/23 23:21:12.496","2020/06/23 23:21:12.496","-4.852030263919617","true"
"258","F","2020/06/23 23:22:12.496","2020/06/23 23:22:12.496","-4.852030263919617","true"
"258","D","2020/06/23 23:24:12.496","2020/06/23 23:24:12.496","-4.852030263919617","true"
"258","B","2020/06/23 23:26:12.496","2020/06/23 23:26:12.496","-4.852030263919617","true"
"258","C","2020/06/23 23:27:12.496","2020/06/23 23:27:12.496","-4.852030263919617","true"
"258","E","2020/06/23 23:28:12.496","2020/06/23 23:28:12.496","-4.852030263919617","true"
"258","A","2020/06/23 23:29:12.496","2020/06/23 23:29:12.496","-4.852030263919617","true"
"258","F","2020/06/23 23:31:12.496","2020/06/23 23:31:12.496","-4.852030263919617","true"
"259","D","2020/06/23 23:18:17.364","2020/06/23 23:18:17.364","-1.3862943611198906","true"
"259","E","2020/06/23 23:19:17.364","2020/06/23 23:19:17.364","-1.3862943611198906","true"
"259","A","2020/06/23 23:20:17.364","2020/06/23 23:20:17.364","-1.3862943611198906","true"
"259","D","2020/06/23 23:21:17.364","2020/06/23 23:21:17.364","-1.3862943611198906","true"
"259","B","2020/06/23 23:22:17.364","2020/06/23 23:22:17.364","-1.3862943611198906","true"
"260","D","2020/06/23 23:19:49.277","2020/06/23 23:19:49.277","-1.3862943611198906","true"
"260","E","2020/06/23 23:20:49.277","2020/06/23 23:20:49.277","-1.3862943611198906","true"
"260","A","2020/06/23 23:21:49.277","2020/06/23 23:21:49.277","-1.3862943611198906","true"
"260","D","2020/06/23 23:22:49.277","2020/06/23 23:22:49.277","-1.3862943611198906","true"
"260","B","2020/06/23 23:23:49.277","2020/06/23 23:23:49.277","-1.3862943611198906","true"
"261","B","2020/06/23 23:21:06.731","2020/06/23 23:21:06.731","-1.3862943611198906","true"
"261","D","2020/06/23 23:22:06.731","2020/06/23 23:22:06.731","-1.3862943611198906","true"
"261","B","2020/06/23 23:23:06.731","2020/06/23 23:23:06.731","-1.3862943611198906","true"
"262","D","2020/06/23 23:22:52.692","2020/06/23 23:22:52.692","-1.3862943611198906","true"
"262","E","2020/06/23 23:23:52.692","2020/06/23 23:23:52.692","-1.3862943611198906","true"
"262","A","2020/06/23 23:24:52.692","2020/06/23 23:24:52.692","-1.3862943611198906","true"
"262","D","2020/06/23 23:25:52.692","2020/06/23 23:25:52.692","-1.3862943611198906","true"
"262","B","2020/06/23 23:26:52.692","2020/06/23 23:26:52.692","-1.3862943611198906","true"
"263","A","2020/06/23 23:23:57.017","2020/06/23 23:23:57.017","-4.852030263919617","true"
"263","F","2020/06/23 23:24:57.017","2020/06/23 23:24:57.017","-4.852030263919617","true"
"263","F","2020/06/23 23:25:57.017","2020/06/23 23:25:57.017","-4.852030263919617","true"
"263","D","2020/06/23 23:26:57.017","2020/06/23 23:26:57.017","-4.852030263919617","true"
"263","D","2020/06/23 23:28:57.017","2020/06/23 23:28:57.017","-4.852030263919617","true"
"263","B","2020/06/23 23:30:57.017","2020/06/23 23:30:57.017","-4.852030263919617","true"
"263","C","2020/06/23 23:31:57.017","2020/06/23 23:31:57.017","-4.852030263919617","true"
"263","E","2020/06/23 23:32:57.017","2020/06/23 23:32:57.017","-4.852030263919617","true"
"263","A","2020/06/23 23:33:57.017","2020/06/23 23:33:57.017","-4.852030263919617","true"
"263","F","2020/06/23 23:35:57.017","2020/06/23 23:35:57.017","-4.852030263919617","true"
"264","B","2020/06/23 23:26:18.632","2020/06/23 23:26:18.632","-1.3862943611198906","true"
"264","D","2020/06/23 23:27:18.632","2020/06/23 23:27:18.632","-1.3862943611198906","true"
"264","B","2020/06/23 23:28:18.632","2020/06/23 23:28:18.632","-1.3862943611198906","true"
"265","B","2020/06/23 23:26:46.033","2020/06/23 23:26:46.033","-1.3862943611198906","true"
"265","D","2020/06/23 23:27:46.033","2020/06/23 23:27:46.033","-1.3862943611198906","true"
"265","B","2020/06/23 23:28:46.033","2020/06/23 23:28:46.033","-1.3862943611198906","true"
"266","D","2020/06/23 23:26:46.278","2020/06/23 23:26:46.278","-1.3862943611198906","true"
"266","E","2020/06/23 23:27:46.278","2020/06/23 23:27:46.278","-1.3862943611198906","true"
"266","A","2020/06/23 23:28:46.278","2020/06/23 23:28:46.278","-1.3862943611198906","true"
"266","D","2020/06/23 23:29:46.278","2020/06/23 23:29:46.278","-1.3862943611198906","true"
"266","B","2020/06/23 23:30:46.278","2020/06/23 23:30:46.278","-1.3862943611198906","true"
"267","D","2020/06/23 23:29:22.359","2020/06/23 23:29:22.359","-1.3862943611198906","true"
"267","E","2020/06/23 23:30:22.359","2020/06/23 23:30:22.359","-1.3862943611198906","true"
"267","A","2020/06/23 23:31:22.359","2020/06/23 23:31:22.359","-1.3862943611198906","true"
"267","D","2020/06/23 23:32:22.359","2020/06/23 23:32:22.359","-1.3862943611198906","true"
"267","B","2020/06/23 23:33:22.359","2020/06/23 23:33:22.359","-1.3862943611198906","true"
"268","D","2020/06/23 23:29:46.048","2020/06/23 23:29:46.048","-5.545177444479562","true"
"268","A","2020/06/23 23:31:46.048","2020/06/23 23:31:46.048","-5.545177444479562","true"
"268","F","2020/06/23 23:32:46.048","2020/06/23 23:32:46.048","-5.545177444479562","true"
"268","A","2020/06/23 23:34:46.048","2020/06/23 23:34:46.048","-5.545177444479562","true"
"268","F","2020/06/23 23:35:46.048","2020/06/23 23:35:46.048","-5.545177444479562","true"
"268","A","2020/06/23 23:37:46.048","2020/06/23 23:37:46.048","-5.545177444479562","true"
"268","F","2020/06/23 23:38:46.048","2020/06/23 23:38:46.048","-5.545177444479562","true"
"268","A","2020/06/23 23:40:46.048","2020/06/23 23:40:46.048","-5.545177444479562","true"
"268","F","2020/06/23 23:41:46.048","2020/06/23 23:41:46.048","-5.545177444479562","true"
"268","A","2020/06/23 23:43:46.048","2020/06/23 23:43:46.048","-5.545177444479562","true"
"268","F","2020/06/23 23:44:46.048","2020/06/23 23:44:46.048","-5.545177444479562","true"
"269","D","2020/06/23 23:30:13.162","2020/06/23 23:30:13.162","-3.4657359027997265","true"
"269","C","2020/06/23 23:31:13.162","2020/06/23 23:31:13.162","-3.4657359027997265","true"
"269","A","2020/06/23 23:32:13.162","2020/06/23 23:32:13.162","-3.4657359027997265","true"
"269","F","2020/06/23 23:33:13.162","2020/06/23 23:33:13.162","-3.4657359027997265","true"
"269","A","2020/06/23 23:35:13.162","2020/06/23 23:35:13.162","-3.4657359027997265","true"
"269","F","2020/06/23 23:36:13.162","2020/06/23 23:36:13.162","-3.4657359027997265","true"
"270","D","2020/06/23 23:31:03.065","2020/06/23 23:31:03.065","-1.3862943611198906","true"
"270","E","2020/06/23 23:32:03.065","2020/06/23 23:32:03.065","-1.3862943611198906","true"
"270","A","2020/06/23 23:33:03.065","2020/06/23 23:33:03.065","-1.3862943611198906","true"
"270","D","2020/06/23 23:34:03.065","2020/06/23 23:34:03.065","-1.3862943611198906","true"
"270","B","2020/06/23 23:35:03.065","2020/06/23 23:35:03.065","-1.3862943611198906","true"
"271","F","2020/06/23 23:32:49.080","2020/06/23 23:32:49.080","-4.852030263919617","true"
"271","A","2020/06/23 23:33:49.080","2020/06/23 23:33:49.080","-4.852030263919617","true"
"271","D","2020/06/23 23:34:49.080","2020/06/23 23:34:49.080","-4.852030263919617","true"
"271","F","2020/06/23 23:35:49.080","2020/06/23 23:35:49.080","-4.852030263919617","true"
"271","D","2020/06/23 23:37:49.080","2020/06/23 23:37:49.080","-4.852030263919617","true"
"271","B","2020/06/23 23:39:49.080","2020/06/23 23:39:49.080","-4.852030263919617","true"
"271","C","2020/06/23 23:40:49.080","2020/06/23 23:40:49.080","-4.852030263919617","true"
"271","E","2020/06/23 23:41:49.080","2020/06/23 23:41:49.080","-4.852030263919617","true"
"271","A","2020/06/23 23:42:49.080","2020/06/23 23:42:49.080","-4.852030263919617","true"
"271","F","2020/06/23 23:44:49.080","2020/06/23 23:44:49.080","-4.852030263919617","true"
"272","D","2020/06/23 23:31:58.769","2020/06/23 23:31:58.769","-1.3862943611198906","true"
"272","E","2020/06/23 23:32:58.769","2020/06/23 23:32:58.769","-1.3862943611198906","true"
"272","A","2020/06/23 23:33:58.769","2020/06/23 23:33:58.769","-1.3862943611198906","true"
"272","D","2020/06/23 23:34:58.769","2020/06/23 23:34:58.769","-1.3862943611198906","true"
"272","B","2020/06/23 23:35:58.769","2020/06/23 23:35:58.769","-1.3862943611198906","true"
"273","B","2020/06/23 23:32:31.847","2020/06/23 23:32:31.847","-1.3862943611198906","true"
"273","D","2020/06/23 23:33:31.847","2020/06/23 23:33:31.847","-1.3862943611198906","true"
"273","B","2020/06/23 23:34:31.847","2020/06/23 23:34:31.847","-1.3862943611198906","true"
"274","D","2020/06/23 23:33:24.892","2020/06/23 23:33:24.892","-1.3862943611198906","true"
"274","E","2020/06/23 23:34:24.892","2020/06/23 23:34:24.892","-1.3862943611198906","true"
"274","A","2020/06/23 23:35:24.892","2020/06/23 23:35:24.892","-1.3862943611198906","true"
"274","D","2020/06/23 23:36:24.892","2020/06/23 23:36:24.892","-1.3862943611198906","true"
"274","B","2020/06/23 23:37:24.892","2020/06/23 23:37:24.892","-1.3862943611198906","true"
"275","B","2020/06/23 23:36:06.960","2020/06/23 23:36:06.960","-1.3862943611198906","true"
"275","D","2020/06/23 23:37:06.960","2020/06/23 23:37:06.960","-1.3862943611198906","true"
"275","B","2020/06/23 23:38:06.960","2020/06/23 23:38:06.960","-1.3862943611198906","true"
"276","D","2020/06/23 23:36:53.725","2020/06/23 23:36:53.725","-1.3862943611198906","true"
"276","E","2020/06/23 23:37:53.725","2020/06/23 23:37:53.725","-1.3862943611198906","true"
"276","A","2020/06/23 23:38:53.725","2020/06/23 23:38:53.725","-1.3862943611198906","true"
"276","D","2020/06/23 23:39:53.725","2020/06/23 23:39:53.725","-1.3862943611198906","true"
"276","B","2020/06/23 23:40:53.725","2020/06/23 23:40:53.725","-1.3862943611198906","true"
"277","D","2020/06/23 23:37:30.942","2020/06/23 23:37:30.942","-1.3862943611198906","true"
"277","E","2020/06/23 23:38:30.942","2020/06/23 23:38:30.942","-1.3862943611198906","true"
"277","A","2020/06/23 23:39:30.942","2020/06/23 23:39:30.942","-1.3862943611198906","true"
"277","D","2020/06/23 23:40:30.942","2020/06/23 23:40:30.942","-1.3862943611198906","true"
"277","B","2020/06/23 23:41:30.942","2020/06/23 23:41:30.942","-1.3862943611198906","true"
"278","B","2020/06/23 23:37:39.726","2020/06/23 23:37:39.726","-1.3862943611198906","true"
"278","D","2020/06/23 23:38:39.726","2020/06/23 23:38:39.726","-1.3862943611198906","true"
"278","B","2020/06/23 23:39:39.726","2020/06/23 23:39:39.726","-1.3862943611198906","true"
"279","F","2020/06/23 23:38:59.781","2020/06/23 23:38:59.781","-5.545177444479562","true"
"279","A","2020/06/23 23:39:59.781","2020/06/23 23:39:59.781","-5.545177444479562","true"
"279","F","2020/06/23 23:40:59.781","2020/06/23 23:40:59.781","-5.545177444479562","true"
"279","D","2020/06/23 23:41:59.781","2020/06/23 23:41:59.781","-5.545177444479562","true"
"279","D","2020/06/23 23:43:59.781","2020/06/23 23:43:59.781","-5.545177444479562","true"
"279","E","2020/06/23 23:45:59.781","2020/06/23 23:45:59.781","-5.545177444479562","true"
"279","B","2020/06/23 23:46:59.781","2020/06/23 23:46:59.781","-5.545177444479562","true"
"279","C","2020/06/23 23:47:59.781","2020/06/23 23:47:59.781","-5.545177444479562","true"
"279","A","2020/06/23 23:48:59.781","2020/06/23 23:48:59.781","-5.545177444479562","true"
"279","F","2020/06/23 23:50:59.781","2020/06/23 23:50:59.781","-5.545177444479562","true"
"280","F","2020/06/23 23:40:39.220","2020/06/23 23:40:39.220","-5.545177444479562","true"
"280","A","2020/06/23 23:41:39.220","2020/06/23 23:41:39.220","-5.545177444479562","true"
"280","D","2020/06/23 23:42:39.220","2020/06/23 23:42:39.220","-5.545177444479562","true"
"280","F","2020/06/23 23:43:39.220","2020/06/23 23:43:39.220","-5.545177444479562","true"
"280","D","2020/06/23 23:45:39.220","2020/06/23 23:45:39.220","-5.545177444479562","true"
"280","E","2020/06/23 23:47:39.220","2020/06/23 23:47:39.220","-5.545177444479562","true"
"280","B","2020/06/23 23:48:39.220","2020/06/23 23:48:39.220","-5.545177444479562","true"
"280","A","2020/06/23 23:49:39.220","2020/06/23 23:49:39.220","-5.545177444479562","true"
"280","C","2020/06/23 23:50:39.220","2020/06/23 23:50:39.220","-5.545177444479562","true"
"280","F","2020/06/23 23:52:39.220","2020/06/23 23:52:39.220","-5.545177444479562","true"
"281","D","2020/06/23 23:41:41.197","2020/06/23 23:41:41.197","-1.3862943611198906","true"
"281","E","2020/06/23 23:42:41.197","2020/06/23 23:42:41.197","-1.3862943611198906","true"
"281","A","2020/06/23 23:43:41.197","2020/06/23 23:43:41.197","-1.3862943611198906","true"
"281","D","2020/06/23 23:44:41.197","2020/06/23 23:44:41.197","-1.3862943611198906","true"
"281","B","2020/06/23 23:45:41.197","2020/06/23 23:45:41.197","-1.3862943611198906","true"
"282","F","2020/06/23 23:43:19.154","2020/06/23 23:43:19.154","-4.852030263919617","true"
"282","A","2020/06/23 23:44:19.154","2020/06/23 23:44:19.154","-4.852030263919617","true"
"282","F","2020/06/23 23:45:19.154","2020/06/23 23:45:19.154","-4.852030263919617","true"
"282","D","2020/06/23 23:46:19.154","2020/06/23 23:46:19.154","-4.852030263919617","true"
"282","D","2020/06/23 23:48:19.154","2020/06/23 23:48:19.154","-4.852030263919617","true"
"282","B","2020/06/23 23:50:19.154","2020/06/23 23:50:19.154","-4.852030263919617","true"
"282","C","2020/06/23 23:51:19.154","2020/06/23 23:51:19.154","-4.852030263919617","true"
"282","E","2020/06/23 23:52:19.154","2020/06/23 23:52:19.154","-4.852030263919617","true"
"282","A","2020/06/23 23:53:19.154","2020/06/23 23:53:19.154","-4.852030263919617","true"
"282","F","2020/06/23 23:55:19.154","2020/06/23 23:55:19.154","-4.852030263919617","true"
"283","D","2020/06/23 23:43:42.804","2020/06/23 23:43:42.804","-3.4657359027997265","true"
"283","A","2020/06/23 23:45:42.804","2020/06/23 23:45:42.804","-3.4657359027997265","true"
"283","F","2020/06/23 23:46:42.804","2020/06/23 23:46:42.804","-3.4657359027997265","true"
"283","A","2020/06/23 23:48:42.804","2020/06/23 23:48:42.804","-3.4657359027997265","true"
"283","F","2020/06/23 23:49:42.804","2020/06/23 23:49:42.804","-3.4657359027997265","true"
"284","D","2020/06/23 23:44:54.529","2020/06/23 23:44:54.529","-1.3862943611198906","true"
"284","E","2020/06/23 23:45:54.529","2020/06/23 23:45:54.529","-1.3862943611198906","true"
"284","A","2020/06/23 23:46:54.529","2020/06/23 23:46:54.529","-1.3862943611198906","true"
"284","D","2020/06/23 23:47:54.529","2020/06/23 23:47:54.529","-1.3862943611198906","true"
"284","B","2020/06/23 23:48:54.529","2020/06/23 23:48:54.529","-1.3862943611198906","true"
"285","B","2020/06/23 23:46:18.869","2020/06/23 23:46:18.869","-1.3862943611198906","true"
"285","D","2020/06/23 23:47:18.869","2020/06/23 23:47:18.869","-1.3862943611198906","true"
"285","B","2020/06/23 23:48:18.869","2020/06/23 23:48:18.869","-1.3862943611198906","true"
"286","D","2020/06/23 23:46:21.833","2020/06/23 23:46:21.833","-1.3862943611198906","true"
"286","E","2020/06/23 23:47:21.833","2020/06/23 23:47:21.833","-1.3862943611198906","true"
"286","A","2020/06/23 23:48:21.833","2020/06/23 23:48:21.833","-1.3862943611198906","true"
"286","D","2020/06/23 23:49:21.833","2020/06/23 23:49:21.833","-1.3862943611198906","true"
"286","B","2020/06/23 23:50:21.833","2020/06/23 23:50:21.833","-1.3862943611198906","true"
"287","D","2020/06/23 23:46:35.833","2020/06/23 23:46:35.833","-1.3862943611198906","true"
"287","E","2020/06/23 23:47:35.833","2020/06/23 23:47:35.833","-1.3862943611198906","true"
"287","A","2020/06/23 23:48:35.833","2020/06/23 23:48:35.833","-1.3862943611198906","true"
"287","D","2020/06/23 23:49:35.833","2020/06/23 23:49:35.833","-1.3862943611198906","true"
"287","B","2020/06/23 23:50:35.833","2020/06/23 23:50:35.833","-1.3862943611198906","true"
"288","D","2020/06/23 23:47:34.665","2020/06/23 23:47:34.665","-1.3862943611198906","true"
"288","E","2020/06/23 23:48:34.665","2020/06/23 23:48:34.665","-1.3862943611198906","true"
"288","A","2020/06/23 23:49:34.665","2020/06/23 23:49:34.665","-1.3862943611198906","true"
"288","D","2020/06/23 23:50:34.665","2020/06/23 23:50:34.665","-1.3862943611198906","true"
"288","B","2020/06/23 23:51:34.665","2020/06/23 23:51:34.665","-1.3862943611198906","true"
"289","D","2020/06/23 23:47:46.056","2020/06/23 23:47:46.056","-2.772588722239781","true"
"289","C","2020/06/23 23:48:46.056","2020/06/23 23:48:46.056","-2.772588722239781","true"
"289","A","2020/06/23 23:49:46.056","2020/06/23 23:49:46.056","-2.772588722239781","true"
"289","F","2020/06/23 23:50:46.056","2020/06/23 23:50:46.056","-2.772588722239781","true"
"290","B","2020/06/23 23:48:03.188","2020/06/23 23:48:03.188","-1.3862943611198906","true"
"290","D","2020/06/23 23:49:03.188","2020/06/23 23:49:03.188","-1.3862943611198906","true"
"290","B","2020/06/23 23:50:03.188","2020/06/23 23:50:03.188","-1.3862943611198906","true"
"291","B","2020/06/23 23:48:38.508","2020/06/23 23:48:38.508","-1.3862943611198906","true"
"291","D","2020/06/23 23:49:38.508","2020/06/23 23:49:38.508","-1.3862943611198906","true"
